msk_instl_loan_user,msk_other_lending_user,msk_ever_loan_user,msk_mth_since_last_limit_review,msk_unauth_over_card_limit,dummy_cus_key
N,N,0,6,1,A000982
N,N,0,4,0,A000983
N,N,0,10,0,A000984
N,N,0,2,0,A000985
N,N,0,148,0,A000986
N,N,0,28,0,A000987
N,N,0,78,0,A000988
N,N,1,1,0,A000989
N,N,1,0,1,A000990
N,N,0,3,0,A000991
Y,N,1,,1,A000992
N,N,0,28,0,A000993
N,N,0,56,0,A000994
Y,N,1,,1,A000995
N,N,0,67,0,A000996
N,N,0,11,0,A000997
N,N,0,15,0,A000998
N,N,0,9,1,A000999
N,N,0,94,0,A001000
Y,N,1,17,0,A001001
Y,N,1,53,0,A001002
N,N,0,25,0,A001003
N,N,0,87,0,A001004
N,N,0,69,0,A001005
N,N,1,27,0,A001006
Y,N,1,21,1,A001007
N,N,0,2,0,A001008
N,N,0,82,0,A001009
N,Y,1,3,0,A001010
N,N,0,3,0,A001011
N,N,0,3,0,A001012
N,N,0,128,0,A001013
N,N,0,14,1,A001014
N,N,0,0,1,A001015
N,N,0,4,0,A001016
N,N,0,19,0,A001017
N,N,1,56,0,A001018
N,N,0,33,0,A001019
N,N,0,2,0,A001020
N,N,0,6,0,A001021
N,N,0,64,0,A001022
N,Y,0,10,0,A001023
N,N,0,61,0,A001024
N,N,0,95,0,A001025
N,N,0,2,0,A001026
N,N,0,9,1,A001027
N,N,0,22,0,A001028
N,N,0,15,0,A001029
N,N,0,33,0,A001030
N,N,0,114,0,A001031
N,N,0,59,0,A001032
N,N,0,6,0,A001033
N,N,1,24,0,A001034
N,N,0,3,0,A001035
N,Y,1,,0,A001036
N,N,0,38,0,A001037
N,N,0,12,0,A001038
N,N,0,3,1,A001039
N,Y,1,19,0,A001040
N,N,0,119,0,A001041
N,N,0,44,0,A001042
N,N,0,0,0,A001043
N,N,0,172,0,A001044
N,N,1,11,0,A001045
N,N,0,56,0,A001046
N,N,0,71,0,A001047
N,N,0,28,0,A001048
N,N,0,2,0,A001049
N,N,0,45,0,A001050
N,N,1,31,0,A001051
N,N,0,38,0,A001052
N,N,0,5,0,A001053
N,N,0,57,1,A001054
N,Y,1,23,1,A001055
N,N,0,102,0,A001056
Y,N,1,,0,A001057
N,N,0,21,0,A001058
N,N,0,0,0,A001059
N,Y,1,21,0,A001060
N,N,1,86,0,A001061
N,N,0,11,0,A001062
N,N,0,71,0,A001063
N,N,0,45,0,A001064
N,N,0,173,0,A001065
N,N,0,37,0,A001066
N,N,0,4,0,A001067
N,N,0,32,0,A001068
N,N,0,186,0,A001069
N,N,0,15,0,A001070
N,N,1,21,0,A001071
N,N,0,162,0,A001072
N,N,0,4,0,A001073
N,N,0,7,0,A001074
N,N,0,44,0,A001075
N,N,0,36,0,A001076
N,N,0,71,0,A001077
N,N,0,53,0,A001078
N,N,0,52,1,A001079
N,N,0,49,0,A001080
N,N,1,11,0,A001081
N,N,0,36,0,A001082
N,N,0,38,0,A001083
N,N,0,31,0,A001084
N,N,0,8,0,A001085
N,Y,1,,1,A001086
N,N,0,1,1,A001087
N,N,0,18,0,A001088
N,N,0,23,0,A001089
N,N,0,67,0,A001090
N,N,0,2,0,A001091
N,N,0,25,0,A001092
N,N,0,2,0,A001093
N,N,0,10,0,A001094
N,N,0,77,1,A001095
N,N,0,18,0,A001096
N,N,0,10,0,A001097
N,N,0,171,0,A001098
N,N,0,,0,A001099
N,N,0,11,0,A001100
N,N,0,67,0,A001101
N,Y,1,179,0,A001102
N,N,0,9,0,A001103
Y,N,1,,0,A001104
N,Y,1,3,1,A001105
N,Y,1,4,0,A001106
N,N,0,187,0,A001107
N,N,0,11,0,A001108
N,N,0,36,0,A001109
N,N,0,56,0,A001110
N,N,0,54,0,A001111
N,N,0,0,0,A001112
N,N,0,101,0,A001113
N,N,0,166,0,A001114
Y,N,1,,1,A001115
N,N,0,15,0,A001116
Y,N,1,57,0,A001117
N,N,1,8,0,A001118
N,Y,1,61,0,A001119
N,N,0,4,0,A001120
N,N,0,15,0,A001121
N,N,0,84,1,A001122
N,N,0,16,0,A001123
N,Y,1,,1,A001124
N,Y,1,51,0,A001125
N,N,0,6,0,A001126
N,N,1,109,0,A001127
N,N,1,99,0,A001128
N,N,0,0,1,A001129
N,N,0,34,0,A001130
N,N,0,181,0,A001131
N,N,0,14,0,A001132
N,N,0,11,0,A001133
N,N,0,4,0,A001134
Y,N,1,45,0,A001135
N,N,0,159,0,A001136
N,N,0,12,0,A001137
Y,N,1,12,0,A001138
N,N,0,1,0,A001139
N,N,0,101,0,A001140
N,N,0,96,1,A001141
N,N,0,36,0,A001142
N,N,0,8,0,A001143
N,N,0,47,0,A001144
N,N,0,0,0,A001145
N,Y,1,13,0,A001146
N,N,0,18,0,A001147
N,N,0,23,0,A001148
N,N,0,33,0,A001149
N,N,0,3,0,A001150
N,N,0,18,0,A001151
Y,N,1,35,1,A001152
N,N,0,18,0,A001153
N,N,0,45,0,A001154
Y,N,1,0,0,A001155
N,Y,0,4,0,A001156
N,N,0,30,0,A001157
N,N,0,2,1,A001158
N,N,0,27,0,A001159
N,N,0,70,0,A001160
N,N,0,33,0,A001161
N,N,1,3,0,A001162
N,N,0,39,0,A001163
N,N,0,0,0,A001164
N,N,0,119,0,A001165
N,N,0,159,0,A001166
N,N,1,22,0,A001167
N,Y,1,,0,A001168
Y,N,1,15,0,A001169
N,N,0,14,1,A001170
N,N,0,23,0,A001171
N,N,0,14,1,A001172
N,Y,1,25,1,A001173
N,Y,1,60,0,A001174
N,N,0,21,0,A001175
N,N,0,19,0,A001176
N,N,0,30,0,A001177
N,N,0,67,0,A001178
N,N,0,16,0,A001179
N,N,0,45,0,A001180
N,Y,1,21,0,A001181
N,N,0,27,0,A001182
N,N,0,42,0,A001183
Y,N,1,,0,A001184
N,N,1,8,0,A001185
N,N,0,22,0,A001186
N,N,0,9,0,A001187
N,N,0,55,0,A001188
N,Y,1,1,1,A001189
N,N,0,25,0,A001190
N,N,0,,0,A001191
N,N,0,71,0,A001192
N,Y,0,14,0,A001193
N,N,0,162,0,A001194
N,N,0,9,0,A001195
N,N,0,0,0,A001196
N,N,0,1,0,A001197
N,N,0,16,0,A001198
N,N,0,45,0,A001199
N,Y,1,12,0,A001200
N,N,0,8,1,A001201
N,N,0,10,0,A001202
N,N,0,56,0,A001203
N,N,0,10,0,A001204
N,N,0,16,0,A001205
N,N,0,54,0,A001206
N,N,0,2,0,A001207
N,N,0,,0,A001208
N,N,0,11,1,A001209
N,N,0,22,0,A001210
N,N,0,,0,A001211
N,N,0,20,0,A001212
N,N,0,18,1,A001213
N,N,0,35,1,A001214
N,N,0,15,0,A001215
N,N,0,32,0,A001216
N,N,0,23,0,A001217
N,N,0,84,0,A001218
N,Y,1,28,0,A001219
N,N,0,67,0,A001220
N,N,0,173,0,A001221
N,N,0,114,0,A001222
N,Y,1,19,1,A001223
N,N,0,59,0,A001224
N,N,0,5,1,A001225
N,N,0,2,0,A001226
N,N,0,0,0,A001227
N,N,0,0,0,A001228
N,N,0,3,0,A001229
Y,N,1,,0,A001230
N,N,0,80,0,A001231
N,N,0,2,0,A001232
N,N,1,59,1,A001233
N,N,1,17,0,A001234
N,N,0,26,0,A001235
N,N,0,11,0,A001236
N,N,0,168,0,A001237
N,N,0,11,0,A001238
N,N,0,,0,A001239
N,N,1,10,0,A001240
N,N,0,29,0,A001241
N,N,0,39,1,A001242
N,N,0,9,0,A001243
N,N,1,73,0,A001244
N,N,0,12,1,A001245
N,N,0,133,0,A001246
Y,N,1,,0,A001247
N,N,0,181,0,A001248
N,Y,1,,0,A001249
N,N,0,14,0,A001250
N,N,0,13,0,A001251
N,N,1,,0,A001252
N,N,0,10,0,A001253
N,N,0,5,0,A001254
N,Y,1,20,0,A001255
N,N,0,35,0,A001256
N,N,0,17,0,A001257
N,N,0,0,0,A001258
N,N,0,12,0,A001259
N,N,0,16,0,A001260
N,N,1,79,0,A001261
N,N,0,40,0,A001262
N,N,0,20,0,A001263
N,N,0,3,0,A001264
N,N,0,12,0,A001265
N,N,1,63,0,A001266
N,N,0,17,0,A001267
Y,N,1,0,1,A001268
N,N,0,179,0,A001269
N,N,1,75,0,A001270
N,N,0,22,0,A001271
N,N,0,1,0,A001272
N,Y,1,70,0,A001273
N,N,1,62,0,A001274
N,N,0,19,0,A001275
N,Y,1,155,0,A001276
N,N,0,32,0,A001277
N,N,0,23,0,A001278
N,Y,1,135,0,A001279
Y,N,1,9,0,A001280
N,N,0,191,0,A001281
N,N,0,39,0,A001282
N,N,0,70,0,A001283
N,N,0,54,0,A001284
N,N,0,11,0,A001285
N,N,1,24,0,A001286
N,Y,1,,0,A001287
N,N,0,20,0,A001288
N,N,0,22,1,A001289
Y,N,1,46,0,A001290
N,N,0,12,0,A001291
N,N,0,30,0,A001292
N,N,0,0,0,A001293
N,N,0,23,0,A001294
N,N,0,11,1,A001295
N,N,1,0,0,A001296
N,N,0,22,0,A001297
N,N,0,185,0,A001298
N,N,0,2,0,A001299
N,N,0,11,0,A001300
N,N,0,101,0,A001301
N,Y,1,19,1,A001302
Y,N,1,10,1,A001303
N,N,1,26,0,A001304
N,N,0,2,0,A001305
N,N,0,115,0,A001306
N,N,0,11,1,A001307
N,Y,1,140,0,A001308
N,N,0,42,0,A001309
N,N,0,41,0,A001310
N,N,0,108,0,A001311
N,N,0,4,1,A001312
N,Y,1,1,0,A001313
N,N,0,8,0,A001314
N,N,0,3,0,A001315
N,Y,1,0,0,A001316
N,N,0,40,0,A001317
Y,N,1,,0,A001318
Y,N,1,2,0,A001319
N,N,0,146,0,A001320
N,N,0,11,0,A001321
N,N,0,10,0,A001322
N,N,0,15,0,A001323
N,N,0,69,0,A001324
N,N,0,20,0,A001325
N,N,0,54,0,A001326
N,N,0,2,0,A001327
N,N,0,157,0,A001328
N,N,0,128,0,A001329
N,N,0,64,0,A001330
N,N,0,173,0,A001331
N,N,0,80,0,A001332
N,N,0,7,1,A001333
N,N,0,22,0,A001334
N,N,0,1,0,A001335
N,N,1,3,0,A001336
N,N,0,109,0,A001337
N,N,0,62,0,A001338
N,N,0,18,0,A001339
N,N,0,35,0,A001340
Y,N,1,0,1,A001341
N,N,0,56,0,A001342
N,N,0,163,0,A001343
Y,N,1,67,0,A001344
N,N,1,20,0,A001345
N,N,0,5,0,A001346
N,N,0,0,0,A001347
N,N,0,45,1,A001348
N,N,0,20,0,A001349
N,Y,1,,0,A001350
N,N,0,21,0,A001351
N,N,0,,0,A001352
Y,N,1,,0,A001353
Y,N,1,48,0,A001354
N,N,0,12,0,A001355
N,Y,1,2,0,A001356
N,N,0,69,1,A001357
N,N,0,93,0,A001358
N,N,0,157,0,A001359
Y,N,1,6,1,A001360
N,N,0,18,0,A001361
N,N,0,181,0,A001362
N,N,0,18,1,A001363
Y,N,1,1,0,A001364
N,N,0,44,0,A001365
N,N,0,50,0,A001366
N,N,0,67,0,A001367
N,N,0,3,0,A001368
N,Y,1,56,0,A001369
N,Y,1,104,1,A001370
N,N,0,7,0,A001371
N,N,0,78,0,A001372
N,N,0,14,0,A001373
N,N,0,52,0,A001374
N,N,0,14,0,A001375
Y,N,1,35,0,A001376
N,N,1,56,0,A001377
N,N,0,9,0,A001378
N,N,1,12,0,A001379
N,N,0,21,0,A001380
N,N,0,11,1,A001381
N,N,0,190,0,A001382
N,N,0,70,0,A001383
N,Y,1,19,1,A001384
N,N,0,145,0,A001385
N,N,0,16,0,A001386
N,N,1,23,0,A001387
N,N,0,56,0,A001388
N,N,0,9,0,A001389
N,N,0,9,1,A001390
N,N,0,13,1,A001391
N,N,0,18,0,A001392
N,N,0,23,0,A001393
N,N,0,17,1,A001394
Y,N,1,7,0,A001395
N,N,0,7,0,A001396
N,N,0,19,0,A001397
N,N,0,8,0,A001398
N,N,0,13,0,A001399
N,N,0,45,0,A001400
N,N,0,67,1,A001401
Y,N,1,,0,A001402
N,N,0,78,0,A001403
N,N,0,121,0,A001404
N,Y,1,56,0,A001405
N,Y,1,11,1,A001406
N,N,0,173,0,A001407
N,N,0,124,0,A001408
N,Y,1,51,0,A001409
N,N,0,0,0,A001410
N,N,0,51,0,A001411
N,N,0,16,0,A001412
N,N,0,18,0,A001413
N,N,0,67,0,A001414
N,N,0,7,0,A001415
N,Y,1,35,1,A001416
N,Y,1,16,0,A001417
N,N,0,11,0,A001418
N,Y,0,,0,A001419
Y,N,1,25,1,A001420
N,N,1,15,0,A001421
N,N,1,16,0,A001422
N,N,0,78,0,A001423
N,N,0,0,1,A001424
N,N,0,32,0,A001425
N,Y,1,4,1,A001426
N,N,1,68,1,A001427
N,N,0,23,0,A001428
N,N,1,36,1,A001429
N,N,0,97,0,A001430
N,N,0,27,0,A001431
N,N,1,19,1,A001432
N,N,0,195,0,A001433
N,N,0,24,0,A001434
N,N,0,14,0,A001435
N,Y,1,18,0,A001436
N,N,0,14,0,A001437
N,N,0,3,1,A001438
N,N,0,20,1,A001439
N,Y,0,,1,A001440
N,N,0,25,0,A001441
Y,N,1,3,1,A001442
N,N,0,1,0,A001443
N,N,0,74,0,A001444
N,N,0,19,1,A001445
N,N,0,4,0,A001446
N,N,0,8,0,A001447
Y,N,1,43,0,A001448
N,N,0,44,0,A001449
N,N,0,74,0,A001450
N,N,0,5,0,A001451
Y,N,1,96,1,A001452
N,N,0,25,0,A001453
N,N,0,5,0,A001454
N,N,0,46,0,A001455
N,N,0,68,1,A001456
N,N,0,96,0,A001457
N,N,0,73,0,A001458
N,N,0,59,0,A001459
N,N,0,99,0,A001460
N,N,0,20,0,A001461
N,N,0,0,0,A001462
N,N,0,124,0,A001463
N,N,0,33,1,A001464
N,N,0,18,1,A001465
N,N,0,169,0,A001466
N,N,1,49,0,A001467
N,N,0,0,0,A001468
N,N,0,96,0,A001469
N,Y,1,52,1,A001470
N,N,0,6,1,A001471
Y,N,1,17,0,A001472
N,N,0,1,0,A001473
N,N,0,0,0,A001474
N,N,0,3,1,A001475
N,N,0,45,0,A001476
N,N,0,107,0,A001477
N,Y,1,3,0,A001478
N,N,0,13,0,A001479
N,N,0,19,0,A001480
N,Y,0,40,0,A001481
N,N,0,3,0,A001482
N,N,0,13,0,A001483
N,Y,1,35,0,A001484
N,N,0,21,0,A001485
N,N,0,37,0,A001486
N,N,0,6,0,A001487
N,N,0,123,0,A001488
N,Y,0,45,0,A001489
N,N,0,137,0,A001490
Y,N,1,7,1,A001491
N,N,0,22,0,A001492
N,N,0,0,0,A001493
N,N,1,,0,A001494
N,N,0,192,0,A001495
N,Y,1,0,0,A001496
N,N,1,19,0,A001497
N,N,0,22,0,A001498
N,N,0,,0,A001499
N,N,0,11,1,A001500
N,N,0,11,1,A001501
N,N,0,56,0,A001502
N,N,0,51,0,A001503
N,N,0,10,0,A001504
N,N,0,46,0,A001505
N,N,0,63,0,A001506
Y,N,1,4,0,A001507
N,N,0,9,0,A001508
N,N,0,35,0,A001509
N,N,0,6,0,A001510
N,N,0,13,0,A001511
N,N,0,7,0,A001512
N,N,0,173,0,A001513
N,Y,1,19,1,A001514
N,N,0,56,0,A001515
N,N,0,38,0,A001516
N,N,0,13,0,A001517
N,N,0,33,0,A001518
N,N,0,57,0,A001519
Y,N,1,10,1,A001520
N,N,0,22,1,A001521
N,N,0,171,0,A001522
N,N,0,106,0,A001523
N,N,0,58,1,A001524
N,N,0,19,0,A001525
N,Y,1,70,0,A001526
N,N,0,71,1,A001527
N,N,0,0,0,A001528
N,N,1,8,0,A001529
N,N,0,92,0,A001530
N,Y,1,,0,A001531
Y,N,1,0,0,A001532
N,N,0,13,0,A001533
N,N,0,14,0,A001534
N,N,0,192,0,A001535
N,N,0,18,0,A001536
N,Y,1,38,1,A001537
N,N,0,23,0,A001538
N,N,0,32,0,A001539
N,N,1,12,0,A001540
N,N,0,57,0,A001541
N,N,0,34,0,A001542
N,N,0,16,0,A001543
N,N,0,19,0,A001544
N,N,0,69,0,A001545
N,N,0,26,0,A001546
N,N,0,16,0,A001547
N,N,0,0,0,A001548
N,N,1,166,0,A001549
N,N,0,37,0,A001550
Y,N,1,47,1,A001551
N,N,0,3,0,A001552
Y,N,1,0,0,A001553
N,N,0,98,0,A001554
N,Y,0,21,1,A001555
N,N,0,75,0,A001556
N,N,0,19,0,A001557
N,N,0,9,0,A001558
N,N,0,6,0,A001559
N,N,0,0,0,A001560
Y,N,1,2,0,A001561
N,Y,1,8,0,A001562
N,Y,1,12,1,A001563
N,N,1,2,0,A001564
N,N,1,2,0,A001565
N,N,0,7,0,A001566
N,N,0,63,0,A001567
N,N,0,19,0,A001568
N,N,0,40,0,A001569
N,N,0,9,0,A001570
N,N,0,63,0,A001571
N,N,0,21,0,A001572
N,N,0,12,0,A001573
N,N,0,53,1,A001574
N,N,0,48,0,A001575
N,N,0,43,0,A001576
N,N,0,,0,A001577
N,N,0,0,1,A001578
N,N,1,189,0,A001579
N,N,0,181,0,A001580
N,N,0,183,0,A001581
Y,N,1,24,0,A001582
N,N,0,55,0,A001583
N,N,0,10,0,A001584
N,N,0,0,0,A001585
N,N,0,54,0,A001586
Y,N,1,,0,A001587
N,N,0,19,0,A001588
N,N,0,7,0,A001589
N,N,0,46,0,A001590
N,Y,1,13,1,A001591
N,N,0,81,0,A001592
N,N,0,,0,A001593
N,Y,1,23,1,A001594
N,N,0,64,1,A001595
N,N,0,0,0,A001596
N,N,0,50,0,A001597
N,N,0,0,0,A001598
N,N,0,108,0,A001599
N,N,0,20,1,A001600
N,N,0,19,1,A001601
N,N,0,71,0,A001602
N,N,0,2,0,A001603
Y,N,1,9,0,A001604
N,N,0,2,0,A001605
N,N,0,24,0,A001606
N,N,0,10,0,A001607
N,N,0,97,0,A001608
N,N,0,62,0,A001609
N,Y,0,,0,A001610
N,N,0,7,0,A001611
Y,N,1,5,0,A001612
N,N,0,0,0,A001613
N,N,0,33,0,A001614
N,N,0,90,0,A001615
N,N,1,12,0,A001616
N,N,0,33,0,A001617
N,N,0,77,0,A001618
N,Y,1,34,0,A001619
N,N,0,1,0,A001620
N,N,0,9,0,A001621
N,Y,1,0,0,A001622
N,N,0,6,0,A001623
N,N,0,9,0,A001624
N,N,0,62,1,A001625
N,N,0,11,0,A001626
N,N,0,13,0,A001627
N,N,0,93,0,A001628
N,N,0,18,0,A001629
N,N,0,33,0,A001630
N,N,0,59,1,A001631
N,N,0,68,0,A001632
Y,N,1,50,0,A001633
Y,N,1,21,0,A001634
N,N,0,190,0,A001635
N,Y,1,120,0,A001636
N,N,0,80,0,A001637
N,N,0,0,0,A001638
N,Y,1,132,0,A001639
N,N,0,5,0,A001640
N,N,0,11,0,A001641
N,N,1,35,0,A001642
N,N,0,33,0,A001643
N,Y,1,27,0,A001644
N,N,0,93,0,A001645
N,N,0,13,1,A001646
N,N,0,1,0,A001647
N,N,0,5,0,A001648
N,N,0,9,0,A001649
N,Y,0,12,0,A001650
N,N,0,3,0,A001651
N,N,0,51,0,A001652
N,N,0,14,1,A001653
N,N,0,8,0,A001654
N,N,0,23,0,A001655
N,N,0,16,1,A001656
N,N,0,20,0,A001657
N,N,0,18,1,A001658
N,N,0,59,0,A001659
N,N,0,15,0,A001660
N,N,0,3,0,A001661
N,N,0,99,0,A001662
N,N,0,75,0,A001663
N,N,0,18,0,A001664
N,Y,1,45,0,A001665
N,N,0,186,0,A001666
N,N,0,20,0,A001667
N,Y,1,,0,A001668
N,N,0,2,0,A001669
N,N,0,1,0,A001670
N,N,0,20,0,A001671
N,N,0,13,0,A001672
N,N,1,7,0,A001673
N,N,0,52,0,A001674
N,Y,1,42,0,A001675
N,N,0,19,0,A001676
N,N,1,1,0,A001677
N,N,0,9,0,A001678
N,Y,1,26,0,A001679
Y,N,1,1,1,A001680
N,N,0,56,0,A001681
N,N,0,115,0,A001682
N,N,0,95,0,A001683
N,N,0,62,0,A001684
N,N,0,10,0,A001685
N,N,0,41,0,A001686
N,N,0,41,0,A001687
N,N,0,32,0,A001688
N,N,0,27,0,A001689
N,N,0,34,0,A001690
N,N,0,19,0,A001691
N,Y,1,5,0,A001692
N,N,0,66,0,A001693
N,N,0,68,0,A001694
Y,N,1,8,0,A001695
N,N,0,108,0,A001696
N,N,0,10,0,A001697
N,N,0,66,0,A001698
N,N,0,9,0,A001699
N,Y,1,95,0,A001700
Y,N,1,44,0,A001701
N,N,0,71,0,A001702
N,N,1,9,1,A001703
N,N,0,24,0,A001704
N,N,0,10,0,A001705
N,Y,1,64,0,A001706
N,N,0,45,0,A001707
Y,N,1,,0,A001708
N,N,0,18,0,A001709
N,N,0,36,0,A001710
N,Y,1,64,1,A001711
N,N,0,94,0,A001712
N,N,0,64,0,A001713
N,N,0,130,0,A001714
N,N,1,5,0,A001715
N,Y,1,0,0,A001716
N,N,0,6,1,A001717
N,N,0,142,0,A001718
N,N,0,1,0,A001719
N,N,0,22,0,A001720
N,Y,0,70,0,A001721
Y,N,1,48,0,A001722
N,N,0,62,0,A001723
N,N,0,87,0,A001724
N,N,0,12,0,A001725
N,Y,1,30,0,A001726
N,N,0,4,1,A001727
N,N,0,50,0,A001728
N,N,0,30,0,A001729
N,N,0,65,0,A001730
Y,N,1,50,0,A001731
N,N,0,56,0,A001732
N,N,0,37,0,A001733
N,N,0,195,0,A001734
N,Y,1,2,0,A001735
N,N,0,0,0,A001736
Y,N,1,,0,A001737
N,N,0,9,0,A001738
N,N,0,12,0,A001739
Y,N,1,,0,A001740
Y,N,1,24,0,A001741
N,N,0,69,0,A001742
N,N,0,87,0,A001743
N,N,0,9,0,A001744
N,N,0,8,1,A001745
Y,N,1,52,0,A001746
N,Y,1,31,0,A001747
N,N,0,2,0,A001748
Y,N,1,34,0,A001749
N,N,0,6,0,A001750
N,N,0,173,0,A001751
N,N,0,77,1,A001752
N,N,1,3,1,A001753
N,N,0,9,0,A001754
N,N,0,22,0,A001755
N,N,0,11,0,A001756
N,N,0,69,0,A001757
N,N,0,74,0,A001758
N,N,0,20,0,A001759
N,N,0,119,1,A001760
N,N,0,67,0,A001761
N,Y,1,4,1,A001762
N,N,0,12,0,A001763
N,N,0,78,0,A001764
N,N,0,12,0,A001765
N,N,0,4,0,A001766
N,N,0,40,0,A001767
N,N,0,10,0,A001768
N,Y,1,123,0,A001769
N,N,0,30,1,A001770
N,N,0,124,0,A001771
N,N,0,,0,A001772
N,N,0,97,0,A001773
N,N,0,66,0,A001774
N,N,0,176,1,A001775
N,N,0,159,0,A001776
N,N,0,4,0,A001777
N,N,0,2,0,A001778
N,N,0,115,0,A001779
N,N,0,185,0,A001780
N,Y,1,,0,A001781
N,N,0,67,0,A001782
N,N,0,35,0,A001783
N,N,0,171,0,A001784
N,N,0,19,0,A001785
N,N,0,57,0,A001786
N,N,1,121,0,A001787
N,N,0,96,0,A001788
N,N,0,,0,A001789
N,N,0,160,0,A001790
N,N,0,65,0,A001791
N,N,0,2,1,A001792
N,N,0,1,0,A001793
N,N,0,97,0,A001794
N,N,0,5,1,A001795
N,N,0,18,0,A001796
N,N,0,100,1,A001797
N,N,0,0,0,A001798
N,N,0,97,0,A001799
N,N,0,73,0,A001800
N,N,0,14,0,A001801
N,N,0,25,0,A001802
N,N,0,20,0,A001803
N,N,0,155,0,A001804
N,N,0,11,0,A001805
N,N,0,15,0,A001806
N,N,0,10,0,A001807
N,N,0,42,0,A001808
N,N,0,31,0,A001809
N,N,0,129,0,A001810
N,N,0,23,0,A001811
N,N,0,27,0,A001812
N,N,0,,0,A001813
N,N,0,0,1,A001814
N,Y,1,,0,A001815
N,N,0,59,1,A001816
N,N,0,62,0,A001817
N,N,0,4,0,A001818
N,N,0,35,0,A001819
N,N,0,,0,A001820
N,N,0,20,1,A001821
N,Y,1,,0,A001822
N,N,0,25,0,A001823
N,N,0,61,0,A001824
N,N,0,77,0,A001825
N,N,0,122,0,A001826
N,N,0,8,0,A001827
N,N,0,,0,A001828
N,N,0,7,0,A001829
N,N,0,8,0,A001830
N,N,0,44,0,A001831
N,N,0,18,0,A001832
N,N,0,60,0,A001833
N,N,0,24,0,A001834
N,N,0,16,0,A001835
N,Y,1,0,1,A001836
N,N,1,0,1,A001837
N,N,0,56,0,A001838
N,N,1,45,0,A001839
N,N,0,30,0,A001840
N,N,0,72,0,A001841
N,N,0,0,0,A001842
N,Y,1,5,1,A001843
N,N,0,155,0,A001844
N,N,0,49,0,A001845
N,N,0,1,0,A001846
N,N,0,112,0,A001847
N,N,0,42,0,A001848
N,N,0,16,0,A001849
N,N,0,5,0,A001850
N,Y,1,,0,A001851
N,Y,1,142,0,A001852
N,N,0,131,0,A001853
N,N,0,43,0,A001854
N,N,0,1,0,A001855
N,N,0,4,0,A001856
N,Y,1,62,0,A001857
N,N,0,33,0,A001858
N,N,0,71,0,A001859
Y,N,1,31,0,A001860
N,N,0,59,1,A001861
N,N,0,0,0,A001862
N,N,0,31,0,A001863
N,N,0,13,0,A001864
N,N,1,68,0,A001865
N,N,0,128,0,A001866
N,N,1,7,0,A001867
N,N,0,4,0,A001868
N,N,0,4,0,A001869
N,N,0,10,0,A001870
N,N,0,18,0,A001871
N,N,0,20,0,A001872
N,N,0,0,0,A001873
N,Y,1,19,0,A001874
Y,N,1,5,1,A001875
N,N,0,109,0,A001876
N,N,0,192,0,A001877
N,N,0,23,0,A001878
N,N,0,33,0,A001879
N,N,0,20,0,A001880
N,N,0,0,0,A001881
N,Y,1,18,0,A001882
N,N,0,150,0,A001883
N,N,0,124,0,A001884
Y,N,1,,0,A001885
N,N,0,6,0,A001886
N,N,0,94,0,A001887
N,N,0,135,1,A001888
N,N,0,13,0,A001889
N,N,0,120,0,A001890
N,N,0,14,0,A001891
N,N,0,1,0,A001892
N,N,0,37,1,A001893
N,N,0,17,0,A001894
N,Y,1,48,0,A001895
N,N,0,5,1,A001896
N,N,0,18,0,A001897
N,N,1,0,0,A001898
N,N,0,23,0,A001899
N,Y,1,,1,A001900
N,N,0,13,0,A001901
N,N,0,0,1,A001902
N,N,0,4,1,A001903
N,N,0,20,0,A001904
N,N,0,5,0,A001905
N,N,1,6,0,A001906
N,N,0,64,0,A001907
N,N,0,16,0,A001908
N,Y,1,47,0,A001909
N,N,0,21,0,A001910
N,N,0,6,0,A001911
N,N,0,5,0,A001912
N,Y,1,44,1,A001913
N,N,0,2,0,A001914
N,N,0,13,1,A001915
N,N,0,40,0,A001916
N,N,0,8,0,A001917
N,Y,1,1,0,A001918
N,N,0,77,0,A001919
N,N,0,2,0,A001920
N,Y,1,0,0,A001921
N,N,0,25,0,A001922
N,N,0,2,1,A001923
N,N,0,12,0,A001924
N,Y,0,7,1,A001925
N,N,0,49,0,A001926
N,N,0,24,0,A001927
N,N,0,171,0,A001928
N,N,0,,0,A001929
N,N,0,10,0,A001930
N,N,0,39,0,A001931
N,N,0,171,0,A001932
N,N,1,16,0,A001933
N,N,0,12,0,A001934
N,N,0,12,1,A001935
N,N,0,50,0,A001936
N,N,0,5,0,A001937
N,N,0,7,0,A001938
N,N,0,3,1,A001939
N,Y,1,,0,A001940
N,N,0,60,0,A001941
N,N,0,56,0,A001942
N,N,0,15,0,A001943
N,N,0,26,0,A001944
N,N,0,68,0,A001945
N,N,0,8,0,A001946
N,Y,1,65,0,A001947
Y,N,1,5,0,A001948
Y,N,1,0,1,A001949
Y,N,1,3,0,A001950
Y,N,1,,1,A001951
N,Y,1,50,1,A001952
N,Y,1,18,0,A001953
N,N,0,26,0,A001954
N,N,0,3,0,A001955
N,Y,1,111,1,A001956
N,N,0,5,0,A001957
N,N,0,117,0,A001958
N,N,0,7,0,A001959
N,N,0,85,0,A001960
N,N,0,31,0,A001961
Y,N,1,37,1,A001962
N,N,0,24,0,A001963
N,N,1,72,0,A001964
N,Y,1,,0,A001965
N,N,0,56,0,A001966
N,N,0,17,0,A001967
